timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775047585.483,-204000,3849000,252,3080000,dumpsys_battery
1775047586.205,-204000,3849000,252,3080000,dumpsys_battery
1775047586.737,-204000,3849000,252,3080000,dumpsys_battery
1775047587.212,-204000,3849000,252,3080000,dumpsys_battery
1775047587.690,-204000,3849000,252,3080000,dumpsys_battery
1775047588.071,-204000,3849000,252,3080000,dumpsys_battery
1775047588.527,-204000,3849000,252,3080000,dumpsys_battery
1775047589.059,-204000,3849000,252,3080000,dumpsys_battery
1775047589.649,-204000,3849000,252,3080000,dumpsys_battery
1775047590.260,-204000,3849000,252,3080000,dumpsys_battery
1775047590.787,-204000,3849000,252,3080000,dumpsys_battery
1775047591.374,-204000,3849000,252,3080000,dumpsys_battery
1775047591.839,-204000,3849000,252,3080000,dumpsys_battery
1775047592.263,-204000,3849000,252,3080000,dumpsys_battery
1775047592.832,-204000,3849000,252,3080000,dumpsys_battery
1775047593.387,-204000,3849000,252,3080000,dumpsys_battery
1775047593.850,-204000,3849000,252,3080000,dumpsys_battery
