timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049776.969,-187000,3827000,260,2860000,dumpsys_battery
1775049777.550,-187000,3827000,260,2860000,dumpsys_battery
1775049778.101,-187000,3827000,260,2860000,dumpsys_battery
1775049778.714,-187000,3827000,260,2860000,dumpsys_battery
1775049779.282,-187000,3827000,260,2860000,dumpsys_battery
1775049779.759,-187000,3827000,260,2860000,dumpsys_battery
1775049780.246,-187000,3827000,260,2860000,dumpsys_battery
1775049780.817,-187000,3827000,260,2860000,dumpsys_battery
1775049781.501,-187000,3827000,260,2860000,dumpsys_battery
1775049781.986,-187000,3827000,260,2860000,dumpsys_battery
1775049782.563,-187000,3827000,260,2860000,dumpsys_battery
1775049783.113,-187000,3827000,260,2860000,dumpsys_battery
1775049783.624,-187000,3827000,260,2860000,dumpsys_battery
1775049784.142,-187000,3827000,260,2860000,dumpsys_battery
1775049784.667,-187000,3827000,260,2860000,dumpsys_battery
