timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049379.801,-189000,3832000,259,2900000,dumpsys_battery
1775049380.321,-189000,3832000,259,2900000,dumpsys_battery
1775049380.890,-189000,3832000,259,2900000,dumpsys_battery
1775049381.469,-189000,3832000,259,2900000,dumpsys_battery
1775049381.946,-189000,3832000,259,2900000,dumpsys_battery
1775049382.488,-189000,3832000,259,2900000,dumpsys_battery
1775049382.970,-189000,3832000,259,2900000,dumpsys_battery
1775049383.413,-189000,3832000,259,2900000,dumpsys_battery
1775049383.988,-189000,3832000,259,2900000,dumpsys_battery
1775049384.481,-189000,3832000,259,2900000,dumpsys_battery
1775049385.100,-189000,3832000,259,2900000,dumpsys_battery
1775049385.780,-189000,3832000,259,2900000,dumpsys_battery
1775049386.200,-189000,3832000,259,2900000,dumpsys_battery
1775049386.768,-189000,3832000,259,2900000,dumpsys_battery
1775049387.236,-189000,3832000,259,2900000,dumpsys_battery
