timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775047924.921,-208000,3843000,255,3045000,dumpsys_battery
1775047925.502,-208000,3843000,255,3045000,dumpsys_battery
1775047925.936,-208000,3843000,255,3045000,dumpsys_battery
1775047926.492,-208000,3843000,255,3045000,dumpsys_battery
1775047926.929,-208000,3843000,255,3045000,dumpsys_battery
1775047927.347,-208000,3843000,255,3045000,dumpsys_battery
1775047927.849,-208000,3843000,255,3045000,dumpsys_battery
1775047928.313,-208000,3843000,255,3045000,dumpsys_battery
1775047928.927,-208000,3843000,255,3045000,dumpsys_battery
1775047929.433,-208000,3843000,255,3045000,dumpsys_battery
1775047929.943,-208000,3843000,255,3045000,dumpsys_battery
1775047930.566,-302000,3828000,255,3040000,dumpsys_battery
1775047931.010,-302000,3828000,255,3040000,dumpsys_battery
1775047931.636,-302000,3828000,255,3040000,dumpsys_battery
1775047932.101,-302000,3828000,255,3040000,dumpsys_battery
1775047932.665,-302000,3828000,255,3040000,dumpsys_battery
1775047933.223,-302000,3828000,255,3040000,dumpsys_battery
