timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775048320.489,-197000,3840000,256,3005000,dumpsys_battery
1775048321.131,-284000,3835000,256,3005000,dumpsys_battery
1775048321.588,-284000,3835000,256,3005000,dumpsys_battery
1775048322.050,-284000,3835000,256,3005000,dumpsys_battery
1775048322.561,-284000,3835000,256,3005000,dumpsys_battery
1775048323.004,-284000,3835000,256,3005000,dumpsys_battery
1775048323.477,-284000,3835000,256,3005000,dumpsys_battery
1775048324.017,-284000,3835000,256,3005000,dumpsys_battery
1775048324.553,-284000,3835000,256,3005000,dumpsys_battery
1775048325.111,-284000,3835000,256,3005000,dumpsys_battery
1775048325.677,-284000,3835000,256,3005000,dumpsys_battery
1775048326.282,-284000,3835000,256,3005000,dumpsys_battery
1775048326.704,-284000,3835000,256,3005000,dumpsys_battery
1775048327.136,-284000,3835000,256,3005000,dumpsys_battery
1775048327.747,-284000,3835000,256,3005000,dumpsys_battery
1775048328.289,-284000,3835000,256,3005000,dumpsys_battery
1775048328.866,-284000,3835000,256,3005000,dumpsys_battery
