timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050768.194,-221000,3819000,261,2770000,dumpsys_battery
1775050768.778,-221000,3819000,261,2770000,dumpsys_battery
1775050769.330,-221000,3819000,261,2770000,dumpsys_battery
1775050769.958,-221000,3819000,261,2770000,dumpsys_battery
1775050770.406,-221000,3819000,261,2770000,dumpsys_battery
1775050770.913,-221000,3819000,261,2770000,dumpsys_battery
1775050771.318,-221000,3819000,261,2770000,dumpsys_battery
1775050771.744,-221000,3819000,261,2770000,dumpsys_battery
1775050772.345,-221000,3819000,261,2770000,dumpsys_battery
1775050773.035,-221000,3819000,261,2770000,dumpsys_battery
1775050773.530,-221000,3819000,261,2770000,dumpsys_battery
1775050774.062,-221000,3819000,261,2770000,dumpsys_battery
1775050774.558,-221000,3819000,261,2770000,dumpsys_battery
1775050775.036,-221000,3819000,261,2770000,dumpsys_battery
1775050775.429,-221000,3819000,261,2770000,dumpsys_battery
1775050775.887,-221000,3819000,261,2770000,dumpsys_battery
1775050776.409,-221000,3819000,261,2770000,dumpsys_battery
1775050776.841,-221000,3819000,261,2770000,dumpsys_battery
1775050777.319,-221000,3819000,261,2770000,dumpsys_battery
