timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049445.469,-196000,3829000,259,2895000,dumpsys_battery
1775049446.118,-196000,3829000,259,2895000,dumpsys_battery
1775049446.534,-196000,3829000,259,2895000,dumpsys_battery
1775049447.094,-196000,3829000,259,2895000,dumpsys_battery
1775049447.520,-196000,3829000,259,2895000,dumpsys_battery
1775049447.905,-196000,3829000,259,2895000,dumpsys_battery
1775049448.446,-196000,3829000,259,2895000,dumpsys_battery
1775049448.892,-196000,3829000,259,2895000,dumpsys_battery
1775049449.419,-196000,3829000,259,2895000,dumpsys_battery
1775049449.977,-196000,3829000,259,2895000,dumpsys_battery
1775049450.624,-196000,3829000,259,2895000,dumpsys_battery
1775049451.153,-196000,3829000,259,2895000,dumpsys_battery
1775049451.583,-196000,3829000,259,2895000,dumpsys_battery
1775049452.068,-196000,3829000,259,2895000,dumpsys_battery
1775049452.641,-196000,3829000,259,2895000,dumpsys_battery
1775049453.341,-196000,3829000,259,2895000,dumpsys_battery
1775049453.938,-196000,3829000,259,2895000,dumpsys_battery
