timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050636.708,-537000,3810000,261,2780000,dumpsys_battery
1775050637.347,-537000,3810000,261,2780000,dumpsys_battery
1775050637.853,-537000,3810000,261,2780000,dumpsys_battery
1775050638.358,-537000,3810000,261,2780000,dumpsys_battery
1775050638.935,-537000,3810000,261,2780000,dumpsys_battery
1775050639.368,-537000,3810000,261,2780000,dumpsys_battery
1775050639.963,-537000,3810000,261,2780000,dumpsys_battery
1775050640.664,-537000,3810000,261,2780000,dumpsys_battery
1775050641.318,-537000,3810000,261,2780000,dumpsys_battery
1775050641.843,-537000,3810000,261,2780000,dumpsys_battery
1775050642.411,-537000,3810000,261,2780000,dumpsys_battery
1775050642.844,-537000,3810000,261,2780000,dumpsys_battery
1775050643.483,-537000,3810000,261,2780000,dumpsys_battery
1775050643.991,-537000,3810000,261,2780000,dumpsys_battery
1775050644.552,-537000,3810000,261,2780000,dumpsys_battery
