timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049975.933,-217000,3819000,261,2845000,dumpsys_battery
1775049976.481,-217000,3819000,261,2845000,dumpsys_battery
1775049977.106,-217000,3819000,261,2845000,dumpsys_battery
1775049977.618,-217000,3819000,261,2845000,dumpsys_battery
1775049978.080,-217000,3819000,261,2845000,dumpsys_battery
1775049978.657,-217000,3819000,261,2845000,dumpsys_battery
1775049979.144,-217000,3819000,261,2845000,dumpsys_battery
1775049979.629,-217000,3819000,261,2845000,dumpsys_battery
1775049980.144,-217000,3819000,261,2845000,dumpsys_battery
1775049980.732,-217000,3819000,261,2845000,dumpsys_battery
1775049981.389,-217000,3819000,261,2845000,dumpsys_battery
1775049981.926,-217000,3819000,261,2845000,dumpsys_battery
1775049982.515,-217000,3819000,261,2845000,dumpsys_battery
1775049982.998,-217000,3819000,261,2845000,dumpsys_battery
1775049983.599,-217000,3819000,261,2845000,dumpsys_battery
