timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775051036.226,-227000,3816000,261,2740000,dumpsys_battery
1775051036.805,-227000,3816000,261,2740000,dumpsys_battery
1775051037.305,-227000,3816000,261,2740000,dumpsys_battery
1775051037.791,-227000,3816000,261,2740000,dumpsys_battery
1775051038.263,-227000,3816000,261,2740000,dumpsys_battery
1775051038.728,-227000,3816000,261,2740000,dumpsys_battery
1775051039.163,-227000,3816000,261,2740000,dumpsys_battery
1775051039.662,-227000,3816000,261,2740000,dumpsys_battery
1775051040.325,-227000,3816000,261,2740000,dumpsys_battery
1775051040.950,-227000,3816000,261,2740000,dumpsys_battery
1775051041.500,-227000,3816000,261,2740000,dumpsys_battery
1775051042.072,-227000,3816000,261,2740000,dumpsys_battery
1775051042.479,-227000,3816000,261,2740000,dumpsys_battery
1775051043.032,-227000,3816000,261,2740000,dumpsys_battery
1775051043.667,-227000,3816000,261,2740000,dumpsys_battery
