timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049046.768,-243000,3834000,258,2935000,dumpsys_battery
1775049047.423,-243000,3834000,258,2935000,dumpsys_battery
1775049047.980,-243000,3834000,258,2935000,dumpsys_battery
1775049048.510,-243000,3834000,258,2935000,dumpsys_battery
1775049048.993,-243000,3834000,258,2935000,dumpsys_battery
1775049049.580,-243000,3834000,258,2935000,dumpsys_battery
1775049049.971,-243000,3834000,258,2935000,dumpsys_battery
1775049050.393,-243000,3834000,258,2935000,dumpsys_battery
1775049050.868,-243000,3834000,258,2935000,dumpsys_battery
1775049051.390,-243000,3834000,258,2935000,dumpsys_battery
1775049051.969,-243000,3834000,258,2935000,dumpsys_battery
1775049052.502,-243000,3834000,258,2935000,dumpsys_battery
1775049053.012,-243000,3834000,258,2935000,dumpsys_battery
1775049053.439,-243000,3834000,258,2935000,dumpsys_battery
1775049053.964,-243000,3834000,258,2935000,dumpsys_battery
1775049054.389,-243000,3834000,258,2935000,dumpsys_battery
