timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049113.123,-245000,3833000,259,2930000,dumpsys_battery
1775049113.774,-245000,3833000,259,2930000,dumpsys_battery
1775049114.294,-245000,3833000,259,2930000,dumpsys_battery
1775049114.740,-245000,3833000,259,2930000,dumpsys_battery
1775049115.289,-245000,3833000,259,2930000,dumpsys_battery
1775049115.759,-245000,3833000,259,2930000,dumpsys_battery
1775049116.298,-245000,3833000,259,2930000,dumpsys_battery
1775049116.741,-245000,3833000,259,2930000,dumpsys_battery
1775049117.281,-245000,3833000,259,2930000,dumpsys_battery
1775049117.842,-245000,3833000,259,2930000,dumpsys_battery
1775049118.399,-245000,3833000,259,2930000,dumpsys_battery
1775049119.022,-245000,3833000,259,2930000,dumpsys_battery
1775049119.589,-245000,3833000,259,2930000,dumpsys_battery
1775049119.974,-245000,3833000,259,2930000,dumpsys_battery
1775049120.563,-245000,3833000,259,2930000,dumpsys_battery
1775049121.181,-245000,3833000,259,2930000,dumpsys_battery
1775049121.625,-245000,3833000,259,2930000,dumpsys_battery
1775049122.192,-245000,3833000,259,2930000,dumpsys_battery
