timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775047794.146,-189000,3841000,253,3055000,dumpsys_battery
1775047794.728,-189000,3841000,253,3055000,dumpsys_battery
1775047795.408,-189000,3841000,253,3055000,dumpsys_battery
1775047796.005,-189000,3841000,253,3055000,dumpsys_battery
1775047796.456,-189000,3841000,253,3055000,dumpsys_battery
1775047796.893,-189000,3841000,253,3055000,dumpsys_battery
1775047797.415,-189000,3841000,253,3055000,dumpsys_battery
1775047797.866,-189000,3841000,253,3055000,dumpsys_battery
1775047798.371,-189000,3841000,253,3055000,dumpsys_battery
1775047798.877,-189000,3841000,253,3055000,dumpsys_battery
1775047799.389,-189000,3841000,253,3055000,dumpsys_battery
1775047799.940,-189000,3841000,253,3055000,dumpsys_battery
1775047800.408,-189000,3841000,253,3055000,dumpsys_battery
1775047800.917,-189000,3841000,253,3055000,dumpsys_battery
1775047801.427,-189000,3841000,253,3055000,dumpsys_battery
1775047802.058,-189000,3841000,253,3055000,dumpsys_battery
