timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049180.205,-219000,3833000,259,2925000,dumpsys_battery
1775049180.915,-219000,3833000,259,2925000,dumpsys_battery
1775049181.421,-219000,3833000,259,2925000,dumpsys_battery
1775049181.937,-219000,3833000,259,2925000,dumpsys_battery
1775049182.341,-219000,3833000,259,2925000,dumpsys_battery
1775049182.772,-219000,3833000,259,2925000,dumpsys_battery
1775049183.260,-219000,3833000,259,2925000,dumpsys_battery
1775049183.896,-219000,3833000,259,2925000,dumpsys_battery
1775049184.412,-219000,3833000,259,2925000,dumpsys_battery
1775049184.948,-219000,3833000,259,2925000,dumpsys_battery
1775049185.425,-219000,3833000,259,2925000,dumpsys_battery
1775049185.952,-219000,3833000,259,2925000,dumpsys_battery
1775049186.362,-219000,3833000,259,2925000,dumpsys_battery
1775049186.909,-219000,3833000,259,2925000,dumpsys_battery
1775049187.610,-219000,3833000,259,2925000,dumpsys_battery
1775049188.225,-219000,3833000,259,2925000,dumpsys_battery
