timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050902.736,-215000,3816000,261,2750000,dumpsys_battery
1775050903.419,-215000,3816000,261,2750000,dumpsys_battery
1775050903.876,-215000,3816000,261,2750000,dumpsys_battery
1775050904.436,-215000,3816000,261,2750000,dumpsys_battery
1775050904.870,-1561000,3710000,262,2750000,dumpsys_battery
1775050905.380,-1561000,3710000,262,2750000,dumpsys_battery
1775050905.867,-1561000,3710000,262,2750000,dumpsys_battery
1775050906.460,-1561000,3710000,262,2750000,dumpsys_battery
1775050906.954,-1561000,3710000,262,2750000,dumpsys_battery
1775050907.525,-1561000,3710000,262,2750000,dumpsys_battery
1775050908.143,-1561000,3710000,262,2750000,dumpsys_battery
1775050908.777,-1561000,3710000,262,2750000,dumpsys_battery
1775050909.261,-1561000,3710000,262,2750000,dumpsys_battery
1775050909.906,-1561000,3710000,262,2750000,dumpsys_battery
1775050910.450,-1561000,3710000,262,2750000,dumpsys_battery
1775050910.884,-1561000,3710000,262,2750000,dumpsys_battery
1775050911.441,-1561000,3710000,262,2750000,dumpsys_battery
