timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050041.667,-208000,3825000,261,2840000,dumpsys_battery
1775050042.406,-208000,3825000,261,2840000,dumpsys_battery
1775050042.826,-208000,3825000,261,2840000,dumpsys_battery
1775050043.408,-208000,3825000,261,2840000,dumpsys_battery
1775050044.052,-208000,3825000,261,2840000,dumpsys_battery
1775050044.482,-208000,3825000,261,2840000,dumpsys_battery
1775050045.030,-208000,3825000,261,2840000,dumpsys_battery
1775050045.572,-208000,3825000,261,2840000,dumpsys_battery
1775050046.173,-208000,3825000,261,2840000,dumpsys_battery
1775050046.780,-208000,3825000,261,2840000,dumpsys_battery
1775050047.357,-208000,3825000,261,2840000,dumpsys_battery
1775050047.898,-208000,3825000,261,2840000,dumpsys_battery
1775050048.446,-208000,3825000,261,2840000,dumpsys_battery
1775050048.953,-208000,3825000,261,2840000,dumpsys_battery
1775050049.476,-208000,3825000,261,2840000,dumpsys_battery
