timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775048123.366,-189000,3844000,256,3020000,dumpsys_battery
1775048124.005,-189000,3844000,256,3020000,dumpsys_battery
1775048124.429,-189000,3844000,256,3020000,dumpsys_battery
1775048124.957,-189000,3844000,256,3020000,dumpsys_battery
1775048125.411,-189000,3844000,256,3020000,dumpsys_battery
1775048125.846,-189000,3844000,256,3020000,dumpsys_battery
1775048126.497,-189000,3844000,256,3020000,dumpsys_battery
1775048127.010,-189000,3844000,256,3020000,dumpsys_battery
1775048127.479,-189000,3844000,256,3020000,dumpsys_battery
1775048128.044,-189000,3844000,256,3020000,dumpsys_battery
1775048128.616,-189000,3844000,256,3020000,dumpsys_battery
1775048129.284,-189000,3844000,256,3020000,dumpsys_battery
1775048129.884,-189000,3844000,256,3020000,dumpsys_battery
1775048130.347,-189000,3844000,256,3020000,dumpsys_battery
1775048131.079,-189000,3844000,256,3020000,dumpsys_battery
1775048131.686,-189000,3844000,256,3020000,dumpsys_battery
