timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775048519.724,-198000,3839000,257,2985000,dumpsys_battery
1775048520.393,-198000,3839000,257,2985000,dumpsys_battery
1775048521.015,-198000,3839000,257,2985000,dumpsys_battery
1775048521.635,-198000,3839000,257,2985000,dumpsys_battery
1775048522.084,-198000,3839000,257,2985000,dumpsys_battery
1775048522.472,-198000,3839000,257,2985000,dumpsys_battery
1775048522.960,-198000,3839000,257,2985000,dumpsys_battery
1775048523.512,-198000,3839000,257,2985000,dumpsys_battery
1775048524.066,-198000,3839000,257,2985000,dumpsys_battery
1775048524.676,-198000,3839000,257,2985000,dumpsys_battery
1775048525.251,-198000,3839000,257,2985000,dumpsys_battery
1775048525.747,-198000,3839000,257,2985000,dumpsys_battery
1775048526.173,-198000,3839000,257,2985000,dumpsys_battery
1775048526.649,-198000,3839000,257,2985000,dumpsys_battery
1775048527.126,-198000,3839000,257,2985000,dumpsys_battery
1775048527.659,-198000,3839000,257,2985000,dumpsys_battery
1775048528.278,-198000,3839000,257,2985000,dumpsys_battery
