timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050307.856,-203000,3823000,261,2810000,dumpsys_battery
1775050308.350,-203000,3823000,261,2810000,dumpsys_battery
1775050308.874,-203000,3823000,261,2810000,dumpsys_battery
1775050309.348,-203000,3823000,261,2810000,dumpsys_battery
1775050309.861,-203000,3823000,261,2810000,dumpsys_battery
1775050310.313,-203000,3823000,261,2810000,dumpsys_battery
1775050310.746,-203000,3823000,261,2810000,dumpsys_battery
1775050311.173,-203000,3823000,261,2810000,dumpsys_battery
1775050311.711,-203000,3823000,261,2810000,dumpsys_battery
1775050312.218,-203000,3823000,261,2810000,dumpsys_battery
1775050312.779,-203000,3823000,261,2810000,dumpsys_battery
1775050313.265,-203000,3823000,261,2810000,dumpsys_battery
1775050313.788,-203000,3823000,261,2810000,dumpsys_battery
1775050314.253,-203000,3823000,261,2810000,dumpsys_battery
1775050314.683,-203000,3823000,261,2810000,dumpsys_battery
1775050315.276,-203000,3823000,261,2810000,dumpsys_battery
