timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049511.657,-212000,3828000,259,2890000,dumpsys_battery
1775049512.264,-212000,3828000,259,2890000,dumpsys_battery
1775049512.790,-212000,3828000,259,2890000,dumpsys_battery
1775049513.301,-212000,3828000,259,2890000,dumpsys_battery
1775049513.867,-212000,3828000,259,2890000,dumpsys_battery
1775049514.297,-212000,3828000,259,2890000,dumpsys_battery
1775049514.733,-212000,3828000,259,2890000,dumpsys_battery
1775049515.262,-212000,3828000,259,2890000,dumpsys_battery
1775049515.746,-212000,3828000,259,2890000,dumpsys_battery
1775049516.289,-212000,3828000,259,2890000,dumpsys_battery
1775049516.783,-212000,3828000,259,2890000,dumpsys_battery
1775049517.443,-212000,3828000,259,2890000,dumpsys_battery
1775049517.933,-212000,3828000,259,2890000,dumpsys_battery
1775049518.371,-212000,3828000,259,2890000,dumpsys_battery
1775049518.993,-212000,3828000,259,2890000,dumpsys_battery
