timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775051101.667,-205000,3816000,261,2735000,dumpsys_battery
1775051102.147,-205000,3816000,261,2735000,dumpsys_battery
1775051102.642,-205000,3816000,261,2735000,dumpsys_battery
1775051103.052,-205000,3816000,261,2735000,dumpsys_battery
1775051103.564,-205000,3816000,261,2735000,dumpsys_battery
1775051104.051,-205000,3816000,261,2735000,dumpsys_battery
1775051104.484,-205000,3816000,261,2735000,dumpsys_battery
1775051105.033,-205000,3816000,261,2735000,dumpsys_battery
1775051105.567,-205000,3816000,261,2735000,dumpsys_battery
1775051106.212,-205000,3816000,261,2735000,dumpsys_battery
1775051106.735,-205000,3816000,261,2735000,dumpsys_battery
1775051107.352,-205000,3816000,261,2735000,dumpsys_battery
1775051107.890,-205000,3816000,261,2735000,dumpsys_battery
1775051108.362,-205000,3816000,261,2735000,dumpsys_battery
1775051108.968,-205000,3816000,261,2735000,dumpsys_battery
1775051109.502,-205000,3816000,261,2735000,dumpsys_battery
