timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050373.334,-211000,3823000,261,2805000,dumpsys_battery
1775050373.880,-211000,3823000,261,2805000,dumpsys_battery
1775050374.559,-211000,3823000,261,2805000,dumpsys_battery
1775050375.072,-211000,3823000,261,2805000,dumpsys_battery
1775050375.571,-211000,3823000,261,2805000,dumpsys_battery
1775050376.091,-211000,3823000,261,2805000,dumpsys_battery
1775050376.647,-211000,3823000,261,2805000,dumpsys_battery
1775050377.181,-211000,3823000,261,2805000,dumpsys_battery
1775050377.723,-211000,3823000,261,2805000,dumpsys_battery
1775050378.272,-211000,3823000,261,2805000,dumpsys_battery
1775050378.908,-211000,3823000,261,2805000,dumpsys_battery
1775050379.436,-211000,3823000,261,2805000,dumpsys_battery
1775050379.958,-211000,3823000,261,2805000,dumpsys_battery
1775050380.404,-211000,3823000,261,2805000,dumpsys_battery
1775050381.016,-211000,3823000,261,2805000,dumpsys_battery
