timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775050438.883,-192000,3822000,261,2800000,dumpsys_battery
1775050439.424,-192000,3822000,261,2800000,dumpsys_battery
1775050439.945,-192000,3822000,261,2800000,dumpsys_battery
1775050440.406,-192000,3822000,261,2800000,dumpsys_battery
1775050440.881,-192000,3822000,261,2800000,dumpsys_battery
1775050441.357,-192000,3822000,261,2800000,dumpsys_battery
1775050441.778,-192000,3822000,261,2800000,dumpsys_battery
1775050442.200,-192000,3822000,261,2800000,dumpsys_battery
1775050442.730,-192000,3822000,261,2800000,dumpsys_battery
1775050443.371,-192000,3822000,261,2800000,dumpsys_battery
1775050443.997,-192000,3822000,261,2800000,dumpsys_battery
1775050444.686,-192000,3822000,261,2800000,dumpsys_battery
1775050445.207,-192000,3822000,261,2800000,dumpsys_battery
1775050445.723,-192000,3822000,261,2800000,dumpsys_battery
1775050446.224,-192000,3822000,261,2800000,dumpsys_battery
1775050446.789,-192000,3822000,261,2800000,dumpsys_battery
1775050447.350,-192000,3822000,261,2800000,dumpsys_battery
