timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775049313.020,-205000,3827000,259,2905000,dumpsys_battery
1775049313.555,-205000,3827000,259,2905000,dumpsys_battery
1775049314.079,-205000,3827000,259,2905000,dumpsys_battery
1775049314.547,-205000,3827000,259,2905000,dumpsys_battery
1775049314.988,-205000,3827000,259,2905000,dumpsys_battery
1775049315.625,-205000,3827000,259,2905000,dumpsys_battery
1775049316.223,-205000,3827000,259,2905000,dumpsys_battery
1775049316.761,-205000,3827000,259,2905000,dumpsys_battery
1775049317.371,-205000,3827000,259,2905000,dumpsys_battery
1775049317.919,-205000,3827000,259,2905000,dumpsys_battery
1775049318.486,-205000,3827000,259,2905000,dumpsys_battery
1775049319.032,-205000,3827000,259,2905000,dumpsys_battery
1775049319.621,-205000,3827000,259,2905000,dumpsys_battery
1775049320.246,-205000,3827000,259,2905000,dumpsys_battery
1775049320.947,-205000,3827000,259,2905000,dumpsys_battery
1775049321.602,-205000,3827000,259,2905000,dumpsys_battery
