timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775047255.044,-195000,3853000,251,3105000,dumpsys_battery
1775047255.554,-195000,3853000,251,3105000,dumpsys_battery
1775047256.220,-195000,3853000,251,3105000,dumpsys_battery
1775047256.786,-195000,3853000,251,3105000,dumpsys_battery
1775047257.368,-195000,3853000,251,3105000,dumpsys_battery
1775047257.858,-195000,3853000,251,3105000,dumpsys_battery
1775047258.775,-195000,3853000,251,3105000,dumpsys_battery
1775047259.593,-195000,3853000,251,3105000,dumpsys_battery
1775047260.297,-195000,3853000,251,3105000,dumpsys_battery
1775047260.855,-195000,3853000,251,3105000,dumpsys_battery
1775047261.429,-195000,3853000,251,3105000,dumpsys_battery
1775047261.859,-195000,3853000,251,3105000,dumpsys_battery
1775047262.383,-195000,3853000,251,3105000,dumpsys_battery
1775047263.030,-195000,3853000,251,3105000,dumpsys_battery
